attendance,assignment,quiz,midsem,engagement,risk
46,81,28,34,51.666666666666664,1
72,82,36,57,63.333333333333336,1
62,72,84,97,72.66666666666667,0
60,71,22,33,51.0,1
58,55,45,76,52.666666666666664,1
87,52,72,78,70.33333333333333,0
58,72,50,27,60.0,1
75,57,45,91,59.0,0
68,38,42,38,49.333333333333336,1
99,49,49,51,65.66666666666667,1
57,85,29,48,57.0,1
41,68,91,60,66.66666666666667,1
40,80,83,94,67.66666666666667,1
86,41,41,64,56.0,1
44,84,34,32,54.0,1
59,40,75,46,58.0,1
50,55,93,38,66.0,1
81,71,39,45,63.666666666666664,1
41,56,66,72,54.333333333333336,1
42,40,72,70,51.333333333333336,1
62,67,72,56,67.0,0
94,72,20,28,62.0,1
51,48,21,71,40.0,1
59,93,77,73,76.33333333333333,1
44,35,38,22,39.0,1
76,75,81,88,77.33333333333333,0
77,71,97,27,81.66666666666667,0
69,94,91,33,84.66666666666667,0
48,88,31,22,55.666666666666664,1
73,81,45,43,66.33333333333333,0
92,76,46,32,71.33333333333333,0
83,36,48,62,55.666666666666664,1
74,40,34,48,49.333333333333336,1
91,90,65,91,82.0,0
97,97,20,70,71.33333333333333,1
61,54,79,61,64.66666666666667,0
83,41,76,50,66.66666666666667,1
63,55,22,82,46.666666666666664,1
56,41,37,45,44.666666666666664,1
49,72,71,37,64.0,1
69,80,79,76,76.0,0
95,66,53,26,71.33333333333333,0
98,75,79,67,84.0,0
85,82,45,99,70.66666666666667,0
62,42,91,79,65.0,1
71,83,38,52,64.0,1
56,86,41,22,61.0,1
89,33,52,23,58.0,1
90,78,57,23,75.0,0
56,36,54,61,48.666666666666664,1
53,40,86,28,59.666666666666664,1
48,83,29,70,53.333333333333336,1
79,74,34,36,62.333333333333336,1
41,52,30,36,41.0,1
84,57,43,39,61.333333333333336,0
64,86,96,33,82.0,0
78,55,23,41,52.0,1
48,54,32,71,44.666666666666664,1
93,83,92,46,89.33333333333333,0
61,58,76,62,65.0,0
82,65,56,22,67.66666666666667,0
85,43,67,27,65.0,1
43,64,90,29,65.66666666666667,1
65,59,20,48,48.0,1
97,46,79,59,74.0,1
68,96,31,84,65.0,1
84,59,40,40,61.0,0
73,74,30,43,59.0,1
62,80,63,92,68.33333333333333,0
76,76,77,79,76.33333333333333,0
50,82,63,45,65.0,1
45,93,97,28,78.33333333333333,1
57,67,53,39,59.0,1
60,93,44,75,65.66666666666667,0
81,36,23,55,46.666666666666664,1
75,51,83,55,69.66666666666667,0
80,70,35,92,61.666666666666664,1
77,39,29,41,48.333333333333336,1
73,86,85,20,81.33333333333333,0
56,36,54,88,48.666666666666664,1
76,79,25,92,60.0,1
64,81,38,56,61.0,1
77,62,78,91,72.33333333333333,0
97,30,72,32,66.33333333333333,1
51,82,27,62,53.333333333333336,1
62,89,97,56,82.66666666666667,0
92,63,29,93,61.333333333333336,1
81,33,86,44,66.66666666666667,1
61,46,57,40,54.666666666666664,1
60,33,48,60,47.0,1
66,72,34,92,57.333333333333336,1
96,33,42,61,57.0,1
70,30,65,61,55.0,1
45,79,47,21,57.0,1
66,90,45,87,67.0,0
79,64,29,27,57.333333333333336,1
73,37,66,80,58.666666666666664,1
51,53,23,33,42.333333333333336,1
84,65,74,96,74.33333333333333,0
96,79,85,40,86.66666666666667,0
92,72,86,43,83.33333333333333,0
46,56,26,69,42.666666666666664,1
49,61,74,64,61.333333333333336,1
84,47,99,83,76.66666666666667,1
56,57,50,83,54.333333333333336,1
65,58,93,45,72.0,0
60,45,38,51,47.666666666666664,1
67,76,47,76,63.333333333333336,0
97,88,47,72,77.33333333333333,0
85,60,38,52,61.0,1
41,33,39,71,37.666666666666664,1
99,66,32,37,65.66666666666667,1
93,46,96,54,78.33333333333333,1
82,68,62,31,70.66666666666667,0
40,77,30,70,49.0,1
90,75,67,29,77.33333333333333,0
92,77,34,71,67.66666666666667,1
75,68,36,53,59.666666666666664,1
90,33,73,86,65.33333333333333,1
65,59,69,58,64.33333333333333,0
68,59,47,27,58.0,0
60,51,23,48,44.666666666666664,1
50,95,41,41,62.0,1
79,41,58,89,59.333333333333336,1
50,65,53,80,56.0,1
75,47,63,62,61.666666666666664,1
88,82,61,68,77.0,0
98,30,59,48,62.333333333333336,1
78,87,31,50,65.33333333333333,1
79,35,21,72,45.0,1
74,99,47,53,73.33333333333333,0
93,73,93,57,86.33333333333333,0
73,53,86,76,70.66666666666667,0
94,48,90,23,77.33333333333333,1
86,47,91,21,74.66666666666667,1
63,59,95,31,72.33333333333333,0
93,71,29,54,64.33333333333333,1
61,62,76,89,66.33333333333333,0
44,41,56,91,47.0,1
95,56,96,40,82.33333333333333,0
72,68,83,80,74.33333333333333,0
97,38,98,54,77.66666666666667,1
75,50,59,67,61.333333333333336,0
86,58,79,34,74.33333333333333,0
59,62,67,90,62.666666666666664,1
58,91,38,34,62.333333333333336,1
74,44,91,25,69.66666666666667,1
91,31,52,87,58.0,1
82,81,63,41,75.33333333333333,0
56,73,56,51,61.666666666666664,1
98,83,55,41,78.66666666666667,0
84,47,40,46,57.0,1
82,32,21,34,45.0,1
73,36,50,63,53.0,1
48,72,49,28,56.333333333333336,1
65,67,95,53,75.66666666666667,0
41,66,63,92,56.666666666666664,1
92,87,31,34,70.0,1
48,62,70,81,60.0,1
48,88,68,64,68.0,1
79,40,43,91,54.0,1
56,97,43,77,65.33333333333333,1
40,97,79,38,72.0,1
64,51,30,35,48.333333333333336,1
82,95,32,94,69.66666666666667,1
79,73,91,27,81.0,0
81,35,93,52,69.66666666666667,1
64,71,91,93,75.33333333333333,0
78,54,83,37,71.66666666666667,0
74,86,39,54,66.33333333333333,1
42,84,91,62,72.33333333333333,1
89,45,92,69,75.33333333333333,1
76,43,90,22,69.66666666666667,1
83,68,97,78,82.66666666666667,0
83,57,47,47,62.333333333333336,0
90,80,21,65,63.666666666666664,1
69,78,62,83,69.66666666666667,0
77,38,27,89,47.333333333333336,1
73,87,32,66,64.0,1
51,74,54,33,59.666666666666664,1
58,51,42,26,50.333333333333336,1
76,61,65,93,67.33333333333333,0
83,98,34,98,71.66666666666667,1
98,98,21,50,72.33333333333333,1
98,71,80,70,83.0,0
88,82,95,48,88.33333333333333,0
56,88,83,34,75.66666666666667,1
49,68,71,95,62.666666666666664,1
96,44,55,44,65.0,1
94,58,86,80,79.33333333333333,0
88,32,88,60,69.33333333333333,1
86,39,86,88,70.33333333333333,1
51,58,66,23,58.333333333333336,1
55,64,21,76,46.666666666666664,1
63,35,63,50,53.666666666666664,1
58,41,83,22,60.666666666666664,1
47,67,97,86,70.33333333333333,1
70,48,47,69,55.0,1
60,96,73,36,76.33333333333333,0
56,37,93,79,62.0,1
62,37,86,93,61.666666666666664,1
76,76,55,85,69.0,0
93,33,82,94,69.33333333333333,1
55,80,44,43,59.666666666666664,1
45,96,67,51,69.33333333333333,1
47,74,58,38,59.666666666666664,1
64,37,66,85,55.666666666666664,1
57,45,40,79,47.333333333333336,1
64,96,49,85,69.66666666666667,0
51,38,50,34,46.333333333333336,1
54,89,45,54,62.666666666666664,1
98,44,41,88,61.0,1
65,70,40,46,58.333333333333336,0
80,51,20,26,50.333333333333336,1
84,53,56,25,64.33333333333333,0
65,73,96,52,78.0,0
86,30,65,77,60.333333333333336,1
71,39,28,68,46.0,1
49,85,36,36,56.666666666666664,1
55,79,66,61,66.66666666666667,1
46,41,78,91,55.0,1
56,89,73,59,72.66666666666667,1
62,55,31,65,49.333333333333336,1
65,70,83,90,72.66666666666667,0
60,65,25,89,50.0,1
61,52,72,87,61.666666666666664,0
97,72,35,20,68.0,1
46,35,24,98,35.0,1
53,98,92,71,81.0,1
54,72,65,54,63.666666666666664,1
92,54,33,88,59.666666666666664,1
46,47,63,24,52.0,1
48,91,82,36,73.66666666666667,1
90,42,71,72,67.66666666666667,1
87,72,45,71,68.0,0
47,57,72,33,58.666666666666664,1
89,47,48,48,61.333333333333336,1
98,88,38,27,74.66666666666667,1
62,89,66,20,72.33333333333333,0
68,92,27,48,62.333333333333336,1
57,86,42,55,61.666666666666664,1
70,80,54,70,68.0,0
69,85,72,56,75.33333333333333,0
91,56,77,88,74.66666666666667,0
78,61,24,72,54.333333333333336,1
74,38,35,71,49.0,1
57,97,36,31,63.333333333333336,1
98,75,51,71,74.66666666666667,0
81,96,71,20,82.66666666666667,0
78,55,39,26,57.333333333333336,1
56,37,85,36,59.333333333333336,1
53,35,20,62,36.0,1
70,53,77,90,66.66666666666667,0
63,77,63,36,67.66666666666667,0
74,74,25,78,57.666666666666664,1
83,42,69,22,64.66666666666667,1
99,98,91,48,96.0,0
84,54,39,41,59.0,1
73,49,33,57,51.666666666666664,1
42,95,24,73,53.666666666666664,1
76,74,60,69,70.0,0
82,76,59,88,72.33333333333333,0
79,92,53,49,74.66666666666667,0
65,84,99,42,82.66666666666667,0
94,48,64,66,68.66666666666667,1
62,64,90,40,72.0,0
83,82,99,39,88.0,0
78,55,90,42,74.33333333333333,0
54,43,46,87,47.666666666666664,1
95,74,97,40,88.66666666666667,0
88,73,97,40,86.0,0
43,94,63,20,66.66666666666667,1
68,80,52,34,66.66666666666667,0
61,72,52,36,61.666666666666664,0
64,52,63,70,59.666666666666664,0
52,85,39,82,58.666666666666664,1
57,48,55,33,53.333333333333336,1
72,84,26,78,60.666666666666664,1
55,89,51,69,65.0,1
84,88,86,53,86.0,0
81,62,58,25,67.0,0
83,48,43,68,58.0,1
41,57,89,25,62.333333333333336,1
94,81,73,88,82.66666666666667,0
74,78,57,26,69.66666666666667,0
81,66,93,96,80.0,0
73,55,99,70,75.66666666666667,0
69,69,94,20,77.33333333333333,0
98,67,51,32,72.0,0
94,83,64,62,80.33333333333333,0
52,51,80,46,61.0,1
52,45,89,90,62.0,1
57,57,72,22,62.0,1
71,64,70,77,68.33333333333333,0
71,89,95,36,85.0,0
74,74,75,64,74.33333333333333,0
98,75,46,97,73.0,0
78,84,57,77,73.0,0
85,55,81,75,73.66666666666667,0
91,54,37,73,60.666666666666664,1
68,94,83,48,81.66666666666667,0
88,35,96,73,73.0,1
68,52,49,46,56.333333333333336,0
92,93,68,64,84.33333333333333,0
83,72,60,50,71.66666666666667,0
96,52,32,55,60.0,1
55,59,53,80,55.666666666666664,1
95,47,44,56,62.0,1
83,50,85,86,72.66666666666667,0
86,86,37,55,69.66666666666667,1
96,52,24,24,57.333333333333336,1
49,74,38,65,53.666666666666664,1
69,73,61,98,67.66666666666667,0
64,76,37,71,59.0,1
78,69,51,68,66.0,0
59,80,40,25,59.666666666666664,1
44,71,29,29,48.0,1
40,36,56,42,44.0,1
69,79,68,36,72.0,0
88,77,32,63,65.66666666666667,1
42,35,74,60,50.333333333333336,1
84,38,36,34,52.666666666666664,1
53,86,28,63,55.666666666666664,1
95,60,63,77,72.66666666666667,0
69,50,97,69,72.0,0
89,69,65,71,74.33333333333333,0
43,74,27,89,48.0,1
57,78,56,87,63.666666666666664,1
76,49,38,82,54.333333333333336,1
64,46,82,77,64.0,1
87,57,65,42,69.66666666666667,0
40,70,90,63,66.66666666666667,1
92,95,45,63,77.33333333333333,0
85,54,65,71,68.0,0
54,87,65,86,68.66666666666667,1
48,70,94,47,70.66666666666667,1
54,35,33,86,40.666666666666664,1
88,67,82,97,79.0,0
96,35,91,37,74.0,1
63,74,22,46,53.0,1
43,43,47,70,44.333333333333336,1
51,95,48,79,64.66666666666667,1
98,69,37,93,68.0,1
97,32,54,68,61.0,1
76,53,96,34,75.0,0
76,48,95,92,73.0,1
82,47,66,87,65.0,1
99,93,24,34,72.0,1
45,64,94,70,67.66666666666667,1
78,91,78,67,82.33333333333333,0
95,30,94,91,73.0,1
85,54,78,20,72.33333333333333,0
63,74,66,26,67.66666666666667,0
50,78,32,72,53.333333333333336,1
52,45,97,50,64.66666666666667,1
73,48,52,37,57.666666666666664,1
64,52,81,31,65.66666666666667,0
46,54,98,67,66.0,1
91,45,35,49,57.0,1
43,83,63,26,63.0,1
98,30,77,22,68.33333333333333,1
47,71,25,82,47.666666666666664,1
59,48,34,25,47.0,1
68,63,23,34,51.333333333333336,1
93,84,75,90,84.0,0
92,47,83,62,74.0,1
90,63,87,37,80.0,0
84,74,53,41,70.33333333333333,0
85,35,75,80,65.0,1
49,50,51,80,50.0,1
82,99,28,72,69.66666666666667,1
73,77,82,45,77.33333333333333,0
96,68,91,59,85.0,0
65,60,97,27,74.0,0
80,39,52,40,57.0,1
88,59,40,62,62.333333333333336,0
97,47,74,40,72.66666666666667,1
42,89,95,22,75.33333333333333,1
95,44,76,50,71.66666666666667,1
45,33,21,46,33.0,1
44,92,32,46,56.0,1
44,69,23,92,45.333333333333336,1
93,38,69,76,66.66666666666667,1
86,38,67,52,63.666666666666664,1
62,55,97,63,71.33333333333333,0
88,33,49,62,56.666666666666664,1
48,45,48,50,47.0,1
74,44,27,84,48.333333333333336,1
59,81,31,95,57.0,1
97,98,60,36,85.0,0
88,34,45,34,55.666666666666664,1
98,49,69,53,72.0,1
81,47,21,99,49.666666666666664,1
74,31,74,23,59.666666666666664,1
89,42,75,91,68.66666666666667,1
57,33,33,98,41.0,1
56,71,25,47,50.666666666666664,1
63,90,80,92,77.66666666666667,0
42,37,31,21,36.666666666666664,1
71,96,32,36,66.33333333333333,1
74,92,38,77,68.0,1
77,38,63,93,59.333333333333336,1
52,40,78,28,56.666666666666664,1
95,71,56,50,74.0,0
86,42,44,85,57.333333333333336,1
64,65,35,81,54.666666666666664,1
48,42,57,38,49.0,1
43,41,62,93,48.666666666666664,1
53,66,33,74,50.666666666666664,1
76,81,25,47,60.666666666666664,1
73,31,42,69,48.666666666666664,1
50,85,79,84,71.33333333333333,1
80,89,31,22,66.66666666666667,1
95,52,32,98,59.666666666666664,1
42,69,25,71,45.333333333333336,1
98,93,82,29,91.0,0
67,52,57,40,58.666666666666664,0
68,58,69,56,65.0,0
48,80,71,34,66.33333333333333,1
42,98,59,97,66.33333333333333,1
64,60,27,98,50.333333333333336,1
73,79,80,93,77.33333333333333,0
51,49,27,28,42.333333333333336,1
81,84,53,63,72.66666666666667,0
48,31,98,58,59.0,1
54,54,79,24,62.333333333333336,1
79,42,76,44,65.66666666666667,1
64,99,65,75,76.0,0
44,96,41,83,60.333333333333336,1
50,87,59,91,65.33333333333333,1
98,93,64,71,85.0,0
73,98,74,95,81.66666666666667,0
63,88,70,28,73.66666666666667,0
99,89,24,29,70.66666666666667,1
54,91,32,29,59.0,1
77,45,47,92,56.333333333333336,1
47,97,99,81,81.0,1
98,44,81,79,74.33333333333333,1
44,84,43,38,57.0,1
87,64,26,57,59.0,1
65,84,57,25,68.66666666666667,0
57,43,56,34,52.0,1
45,78,87,66,70.0,1
76,36,61,64,57.666666666666664,1
99,59,24,24,60.666666666666664,1
87,78,83,97,82.66666666666667,0
52,45,69,72,55.333333333333336,1
67,80,34,85,60.333333333333336,1
44,71,92,81,69.0,1
52,46,72,42,56.666666666666664,1
56,92,44,63,64.0,1
89,74,28,71,63.666666666666664,1
79,36,57,65,57.333333333333336,1
84,56,41,38,60.333333333333336,0
71,39,68,66,59.333333333333336,1
68,63,87,71,72.66666666666667,0
90,65,34,43,63.0,1
97,54,84,36,78.33333333333333,0
42,35,73,65,50.0,1
95,53,49,83,65.66666666666667,0
79,47,39,47,55.0,1
73,35,52,69,53.333333333333336,1
79,58,96,83,77.66666666666667,0
66,54,26,47,48.666666666666664,1
52,84,27,75,54.333333333333336,1
84,75,47,78,68.66666666666667,0
72,53,64,24,63.0,0
45,55,92,73,64.0,1
63,57,99,63,73.0,0
58,32,93,61,61.0,1
55,67,30,91,50.666666666666664,1
79,90,50,76,73.0,0
67,80,31,66,59.333333333333336,1
72,77,97,95,82.0,0
98,50,70,44,72.66666666666667,0
98,83,63,63,81.33333333333333,0
87,85,69,34,80.33333333333333,0
80,88,36,70,68.0,1
52,80,54,72,62.0,1
82,49,20,53,50.333333333333336,1
84,88,48,96,73.33333333333333,0
64,38,70,27,57.333333333333336,1
92,30,83,96,68.33333333333333,1
81,58,23,89,54.0,1
75,92,47,40,71.33333333333333,0
66,85,35,26,62.0,1
77,97,82,98,85.33333333333333,0
99,64,95,75,86.0,0
46,32,72,68,50.0,1
44,36,36,61,38.666666666666664,1
82,56,59,42,65.66666666666667,0
84,30,32,71,48.666666666666664,1
97,73,71,98,80.33333333333333,0
96,70,77,72,81.0,0
90,71,56,35,72.33333333333333,0
70,62,98,56,76.66666666666667,0
62,79,95,37,78.66666666666667,0
81,92,80,39,84.33333333333333,0
49,66,98,65,71.0,1
71,88,53,21,70.66666666666667,0
82,77,89,82,82.66666666666667,0
92,34,36,22,54.0,1
69,77,39,65,61.666666666666664,1
78,32,92,68,67.33333333333333,1
70,76,78,20,74.66666666666667,0
57,91,88,41,78.66666666666667,1
75,43,52,33,56.666666666666664,1
41,92,97,64,76.66666666666667,1
53,90,36,25,59.666666666666664,1
52,60,76,84,62.666666666666664,1
68,46,20,40,44.666666666666664,1
51,53,32,23,45.333333333333336,1
78,52,46,22,58.666666666666664,0
41,79,89,49,69.66666666666667,1
71,99,78,50,82.66666666666667,0
52,56,25,53,44.333333333333336,1
85,44,42,39,57.0,1
66,79,29,73,58.0,1
88,65,70,44,74.33333333333333,0
80,37,38,34,51.666666666666664,1
56,32,70,57,52.666666666666664,1
79,91,87,42,85.66666666666667,0
70,76,61,71,69.0,0
73,90,76,85,79.66666666666667,0
99,61,87,76,82.33333333333333,0
63,42,57,76,54.0,1
84,30,81,98,65.0,1
74,63,26,71,54.333333333333336,1
87,91,90,54,89.33333333333333,0
45,60,69,93,58.0,1
58,93,71,33,74.0,1
69,54,45,33,56.0,0
46,67,45,52,52.666666666666664,1
49,43,38,71,43.333333333333336,1
80,37,28,20,48.333333333333336,1
71,83,80,53,78.0,0
73,31,39,38,47.666666666666664,1
67,85,69,43,73.66666666666667,0
99,90,99,23,96.0,0
54,51,41,55,48.666666666666664,1
69,64,32,96,55.0,1
76,45,31,77,50.666666666666664,1
68,79,29,51,58.666666666666664,1
61,72,84,28,72.33333333333333,0
43,46,49,99,46.0,1
59,87,27,86,57.666666666666664,1
71,31,40,39,47.333333333333336,1
75,33,41,93,49.666666666666664,1
89,68,37,81,64.66666666666667,1
43,35,85,77,54.333333333333336,1
66,98,67,41,77.0,0
56,98,63,86,72.33333333333333,1
51,49,28,94,42.666666666666664,1
61,93,86,67,80.0,0
56,45,73,27,58.0,1
49,80,45,92,58.0,1
93,66,45,34,68.0,0
40,98,53,51,63.666666666666664,1
61,71,27,72,53.0,1
65,86,29,86,60.0,1
95,95,67,23,85.66666666666667,0
98,38,74,49,70.0,1
57,93,73,32,74.33333333333333,1
89,51,97,40,79.0,0
53,63,59,60,58.333333333333336,1
86,84,34,38,68.0,1
68,58,37,67,54.333333333333336,1
51,67,42,82,53.333333333333336,1
75,47,81,39,67.66666666666667,1
98,94,65,83,85.66666666666667,0
74,30,58,56,54.0,1
91,33,34,50,52.666666666666664,1
51,33,72,93,52.0,1
46,56,83,37,61.666666666666664,1
68,72,82,39,74.0,0
50,88,99,30,79.0,1
72,61,35,63,56.0,1
45,62,89,83,65.33333333333333,1
86,57,85,53,76.0,0
54,84,32,84,56.666666666666664,1
71,89,66,74,75.33333333333333,0
90,99,28,93,72.33333333333333,1
50,91,82,20,74.33333333333333,1
97,63,53,57,71.0,0
62,85,48,28,65.0,0
65,42,56,90,54.333333333333336,1
73,85,62,36,73.33333333333333,0
85,47,83,71,71.66666666666667,1
73,83,43,37,66.33333333333333,0
68,72,90,82,76.66666666666667,0
43,68,53,52,54.666666666666664,1
56,90,67,23,71.0,1
74,71,31,94,58.666666666666664,1
52,47,42,71,47.0,1
80,52,98,28,76.66666666666667,0
78,83,32,83,64.33333333333333,1
54,59,64,49,59.0,1
94,87,84,27,88.33333333333333,0
68,97,66,24,77.0,0
68,96,77,95,80.33333333333333,0
50,47,24,82,40.333333333333336,1
91,36,96,20,74.33333333333333,1
71,69,24,34,54.666666666666664,1
41,99,79,57,73.0,1
86,94,40,61,73.33333333333333,0
53,97,43,65,64.33333333333333,1
59,78,37,72,58.0,1
61,81,40,45,60.666666666666664,0
50,58,73,80,60.333333333333336,1
66,50,29,86,48.333333333333336,1
42,38,43,73,41.0,1
56,76,79,41,70.33333333333333,1
83,71,76,45,76.66666666666667,0
95,80,42,79,72.33333333333333,0
67,85,41,58,64.33333333333333,0
68,80,87,55,78.33333333333333,0
60,99,53,40,70.66666666666667,0
86,49,89,60,74.66666666666667,1
55,56,47,67,52.666666666666664,1
76,67,58,45,67.0,0
98,94,61,82,84.33333333333333,0
59,83,42,96,61.333333333333336,1
45,53,89,55,62.333333333333336,1
58,76,99,43,77.66666666666667,1
96,92,21,40,69.66666666666667,1
44,86,43,37,57.666666666666664,1
42,84,36,34,54.0,1
98,89,84,98,90.33333333333333,0
40,91,89,25,73.33333333333333,1
97,59,88,62,81.33333333333333,0
99,51,79,50,76.33333333333333,0
77,58,69,47,68.0,0
54,70,31,27,51.666666666666664,1
73,71,66,48,70.0,0
74,94,86,40,84.66666666666667,0
88,60,84,77,77.33333333333333,0
64,59,46,79,56.333333333333336,0
63,47,67,69,59.0,1
51,46,81,50,59.333333333333336,1
57,67,63,66,62.333333333333336,1
54,43,38,53,45.0,1
83,85,78,21,82.0,0
55,51,27,86,44.333333333333336,1
66,96,74,91,78.66666666666667,0
47,85,66,71,66.0,1
99,48,21,26,56.0,1
85,86,58,95,76.33333333333333,0
64,73,64,38,67.0,0
56,64,51,34,57.0,1
68,30,84,97,60.666666666666664,1
92,81,57,67,76.66666666666667,0
47,99,96,33,80.66666666666667,1
54,66,30,22,50.0,1
66,94,29,69,63.0,1
85,80,78,73,81.0,0
89,30,74,25,64.33333333333333,1
91,50,39,68,60.0,1
46,82,36,42,54.666666666666664,1
42,45,87,97,58.0,1
68,90,24,97,60.666666666666664,1
83,83,79,39,81.66666666666667,0
92,69,42,96,67.66666666666667,0
63,55,65,79,61.0,0
99,94,71,64,88.0,0
97,93,29,80,73.0,1
42,72,65,75,59.666666666666664,1
59,46,47,21,50.666666666666664,1
85,88,62,64,78.33333333333333,0
54,52,45,59,50.333333333333336,1
64,36,74,43,58.0,1
69,73,67,48,69.66666666666667,0
53,82,48,86,61.0,1
46,63,46,87,51.666666666666664,1
56,75,37,85,56.0,1
83,97,79,73,86.33333333333333,0
59,45,93,72,65.66666666666667,1
75,48,88,98,70.33333333333333,1
48,31,93,68,57.333333333333336,1
77,39,40,51,52.0,1
87,79,43,80,69.66666666666667,0
96,41,22,61,53.0,1
99,99,81,20,93.0,0
61,51,21,82,44.333333333333336,1
93,61,85,54,79.66666666666667,0
92,30,61,70,61.0,1
92,83,53,90,76.0,0
41,87,61,64,63.0,1
63,99,39,96,67.0,1
47,47,87,84,60.333333333333336,1
50,35,64,33,49.666666666666664,1
52,74,94,22,73.33333333333333,1
56,52,61,43,56.333333333333336,1
47,52,66,84,55.0,1
60,55,24,67,46.333333333333336,1
57,36,68,29,53.666666666666664,1
69,73,56,32,66.0,0
57,56,53,92,55.333333333333336,1
85,55,92,33,77.33333333333333,0
86,65,89,29,80.0,0
70,84,37,59,63.666666666666664,1
77,93,97,42,89.0,0
71,86,38,74,65.0,1
50,98,97,82,81.66666666666667,1
84,90,59,90,77.66666666666667,0
64,31,36,61,43.666666666666664,1
72,84,79,85,78.33333333333333,0
99,67,61,98,75.66666666666667,0
77,58,91,92,75.33333333333333,0
80,55,84,66,73.0,0
47,64,72,71,61.0,1
50,96,26,37,57.333333333333336,1
61,58,24,98,47.666666666666664,1
90,63,43,37,65.33333333333333,0
63,70,47,43,60.0,0
80,70,81,42,77.0,0
56,52,36,31,48.0,1
51,32,39,42,40.666666666666664,1
96,87,22,40,68.33333333333333,1
85,61,56,83,67.33333333333333,0
71,60,34,91,55.0,1
54,72,70,53,65.33333333333333,1
55,36,67,21,52.666666666666664,1
93,30,27,88,50.0,1
61,90,32,50,61.0,1
67,43,67,87,59.0,1
59,81,22,89,54.0,1
72,35,84,38,63.666666666666664,1
49,39,92,91,60.0,1
79,59,50,32,62.666666666666664,0
71,50,45,84,55.333333333333336,0
89,89,75,25,84.33333333333333,0
99,92,53,90,81.33333333333333,0
72,71,28,46,57.0,1
41,80,81,98,67.33333333333333,1
72,93,32,71,65.66666666666667,1
72,85,88,67,81.66666666666667,0
80,70,60,98,70.0,0
52,61,96,87,69.66666666666667,1
69,44,20,63,44.333333333333336,1
72,91,66,36,76.33333333333333,0
52,56,23,57,43.666666666666664,1
91,57,82,29,76.66666666666667,0
65,93,71,73,76.33333333333333,0
61,88,29,25,59.333333333333336,1
78,87,47,25,70.66666666666667,0
41,31,25,71,32.333333333333336,1
77,65,46,34,62.666666666666664,0
78,42,31,87,50.333333333333336,1
65,44,81,76,63.333333333333336,1
85,89,71,75,81.66666666666667,0
97,51,67,26,71.66666666666667,0
89,92,86,70,89.0,0
54,54,65,77,57.666666666666664,1
73,77,93,83,81.0,0
81,72,34,45,62.333333333333336,1
94,67,90,77,83.66666666666667,0
83,70,55,50,69.33333333333333,0
88,74,33,85,65.0,1
79,69,97,32,81.66666666666667,0
50,46,22,37,39.333333333333336,1
42,86,86,94,71.33333333333333,1
98,31,38,32,55.666666666666664,1
45,91,95,43,77.0,1
48,38,73,76,53.0,1
45,97,88,48,76.66666666666667,1
48,46,29,75,41.0,1
78,79,52,73,69.66666666666667,0
70,69,32,24,57.0,1
71,87,70,54,76.0,0
80,50,51,38,60.333333333333336,0
89,47,94,74,76.66666666666667,1
51,84,43,96,59.333333333333336,1
47,58,54,88,53.0,1
47,53,89,63,63.0,1
89,46,59,97,64.66666666666667,1
67,47,73,57,62.333333333333336,1
59,71,63,81,64.33333333333333,1
86,74,81,41,80.33333333333333,0
98,46,87,92,77.0,1
46,43,52,59,47.0,1
50,78,96,45,74.66666666666667,1
59,58,75,24,64.0,1
55,33,55,73,47.666666666666664,1
43,49,73,68,55.0,1
45,76,38,22,53.0,1
97,38,62,57,65.66666666666667,1
61,56,31,33,49.333333333333336,1
65,44,30,66,46.333333333333336,1
42,48,89,33,59.666666666666664,1
80,81,31,94,64.0,1
99,55,60,92,71.33333333333333,0
81,55,44,57,60.0,0
53,55,22,83,43.333333333333336,1
50,75,22,63,49.0,1
57,78,47,89,60.666666666666664,1
93,82,42,84,72.33333333333333,0
51,32,67,44,50.0,1
62,95,86,35,81.0,0
51,71,61,34,61.0,1
52,48,59,22,53.0,1
64,46,25,86,45.0,1
84,62,39,56,61.666666666666664,1
90,78,30,74,66.0,1
97,85,46,57,76.0,0
58,92,40,82,63.333333333333336,1
94,32,32,20,52.666666666666664,1
85,78,54,90,72.33333333333333,0
75,84,66,38,75.0,0
84,55,47,71,62.0,0
47,81,40,49,56.0,1
68,36,37,74,47.0,1
94,75,50,33,73.0,0
92,75,79,32,82.0,0
94,45,56,46,65.0,1
71,53,40,28,54.666666666666664,0
90,90,33,60,71.0,1
83,83,79,67,81.66666666666667,0
57,91,42,31,63.333333333333336,1
45,30,48,29,41.0,1
57,78,66,25,67.0,1
58,54,49,53,53.666666666666664,1
61,39,57,71,52.333333333333336,1
76,45,46,60,55.666666666666664,1
71,87,34,25,64.0,1
95,58,78,21,77.0,0
80,35,22,34,45.666666666666664,1
98,45,29,36,57.333333333333336,1
42,49,98,35,63.0,1
67,72,99,47,79.33333333333333,0
49,55,36,91,46.666666666666664,1
90,62,30,29,60.666666666666664,1
74,55,67,29,65.33333333333333,0
68,74,24,29,55.333333333333336,1
93,92,88,92,91.0,0
54,96,83,47,77.66666666666667,1
72,81,33,43,62.0,1
46,97,69,38,70.66666666666667,1
51,55,45,87,50.333333333333336,1
88,31,91,75,70.0,1
69,43,88,86,66.66666666666667,1
60,59,26,61,48.333333333333336,1
70,78,35,31,61.0,1
